name,full_name,trip_count,trip_list,stop_count,stop_list,id,direction_id
289-CA,Yelahanka Old Town → Hoovinayakanahalli,5,"[ ""09:00:00"", ""11:05:00"", ""12:45:00"", ""14:50:00"", ""16:30:00"" ]",20,"[ ""Yelahanka Old Town"", ""Yelahanka Santhe Circle"", ""Kogilu Cross"", ""Kendriya Vihara"", ""Venkatala"", ""Palanahalli Gate"", ""Bagalur Cross"", ""Dwaraka Nagara"", ""Kattigenahalli Cross"", ""Reva College Gate"", ""Country Club Bagaluru"", ""Srinivasapura Cross"", ""Sathanur Colony"", ""Sathanur"", ""Bagalur Santhe"", ""Bagalur"", ""Bagalur Colony"", ""Navodaya School Bagalur"", ""KIADB Hoovinayakanahalli Gate"", ""Hoovinayakanahalli"" ]",18z,0
289-CA,Hoovinayakanahalli → Yelahanka Old Town,6,"[ ""08:10:00"", ""10:15:00"", ""11:55:00"", ""13:35:00"", ""15:40:00"", ""17:20:00"" ]",20,"[ ""Hoovinayakanahalli"", ""Hoovinayakanahalli Gate"", ""Navodaya School Bagalur"", ""Bagalur Colony"", ""Bagalur"", ""Bagalur Santhe"", ""Sathanur"", ""Sathanur Colony"", ""Srinivasapura Cross"", ""Country Club Bagaluru"", ""Reva College Gate"", ""Kattigehalli Cross"", ""Dwaraka Nagara"", ""Bagalur Cross"", ""Palanahalli Gate"", ""Venkatala"", ""Kendriya Vihara"", ""Kogilu Cross"", ""Yelahanka Santhe Circle"", ""Yelahanka Old Town"" ]",18z,1
242-B KBS-BKPN,B Krishnappa Nagara → Kempegowda Bus Station,1,"[ ""08:25:00"" ]",40,"[ ""B Krishnappa Nagara"", ""Varthuru"", ""Jettipalya"", ""Gangenahalli Cross"", ""BWSSB Tavarekere"", ""Tavarekere"", ""Ganesha Temple Tavarekere"", ""Lakkuppe"", ""Channadasipalya"", ""Honaganahatti"", ""Channenahalli"", ""Channenahalli Arch"", ""Hamsa Farm"", ""Seegehalli Gate"", ""Kadabagere Cross"", ""Machohalli Gate"", ""Forest Gate"", ""Chikka Gollarahatti"", ""Kachohalli Gate"", ""Gollarahatti"", ""College Cross Byadarahalli"", ""Byadarahalli"", ""East West College Cross"", ""Anjananagara"", ""Herohalli Cross1"", ""Janapriya Apartment"", ""Sunkadakatte"", ""Kottigepalya"", ""Summanahalli"", ""Kamakshipalya"", ""KHB Colony"", ""Agrahara Dasarahalli"", ""Magadi Road TollGate"", ""Prasanna Theatre"", ""10th Cross Magadi Road"", ""5th Cross Magadi Road"", ""1st Cross Magadi Road"", ""Minerva Mill"", ""Okalipura"", ""Kempegowda Bus Station"" ]","19",1
284 KBS-KVRY,Kempegowda Bus Station → Kendriya Vihara Yalahanka,1,"[ ""14:40:00"" ]",21,"[ ""Kempegowda Bus Station"", ""KPCC Office"", ""Shivananda Store"", ""RM Guttahalli"", ""Palace Ground"", ""Mekhri Circle"", ""CBI"", ""Veterinary Hospital"", ""Canara Bank Hebbala"", ""Hebbala"", ""Military Dairy Farm (Esteem Mall)"", ""Kodigehalli Gate"", ""Byatarayanapura"", ""GKVK GATE"", ""Jakkur Aerodrum"", ""Allalasandra Gate"", ""Yalahanka Police Station"", ""Yelahanka Santhe Circle"", ""Kogilu Cross"", ""Kendriya Vihara"", ""Kendriya Vihara Yalahanka"" ]","190",0
238-U KBS-AIT,Kempegowda Bus Station → Ambedkar Institute of Technology,6,"[ ""07:20:00"", ""09:00:00"", ""10:25:00"", ""12:40:00"", ""14:20:00"", ""16:00:00"" ]",26,"[ ""Kempegowda Bus Station"", ""Okalipura"", ""Minerva Mill"", ""1st Cross Magadi Road"", ""5th Cross Magadi Road"", ""10th Cross Magadi Road"", ""Prasanna Theatre"", ""Magadi Road TollGate"", ""Manuvana"", ""Vijayanagara Vijaya Bank"", ""Vijayanagara"", ""Govindarajanagara"", ""Prashanth Nagara"", ""Saraswathi Nagara"", ""Priyadarshini Layout"", ""Moodalapalya"", ""Kalyananagara"", ""Byraveshwaranagara"", ""Maruthi Nagara"", ""Nagarabhavi Circle"", ""Manasa Nagara"", ""12th Block Nagarabhavi"", ""NGEF Layout Nagarabhavi"", ""Vinayaka Layout Nagarabhavi"", ""Kengunte Circle"", ""Ambedkar Institute of Technology"" ]","191",0
238-U KBS-AIT,Ambedkar Institute of Technology → Kempegowda Bus Station,5,"[ ""09:50:00"", ""11:35:00"", ""13:30:00"", ""15:05:00"", ""16:45:00"" ]",25,"[ ""Ambedkar Institute of Technology"", ""Kengunte Circle"", ""Vinayaka Layout Nagarabhavi"", ""NGEF Layout Nagarabhavi"", ""12th Block Nagarabhavi"", ""Manasa Nagara"", ""Nagarabhavi Circle"", ""Maruthi Nagara"", ""Byraveshwaranagara"", ""Kalyananagara"", ""Moodalapalya"", ""Priyadarshini Layout"", ""Saraswathi Nagara"", ""Prashanth Nagara"", ""Govindarajanagara"", ""Sarvajna College\/Vijayanagara"", ""Agrahara Dasarahalli"", ""Magadi Road TollGate"", ""Prasanna Theatre"", ""10th Cross Magadi Road"", ""5th Cross Magadi Road"", ""1st Cross Magadi Road"", ""Minerva Mill"", ""Okalipura"", ""Kempegowda Bus Station"" ]","191",1
KMT-BLS-YPB,KR Market → Yarappana Bande,1,"[ ""06:15:00"" ]",41,"[ ""KR Market"", ""Town Hall"", ""Corporation"", ""Museum"", ""MG Statue (Chinnaswamy Stadium)"", ""Indian Express"", ""Cunningham Road"", ""Vasantha Nagara"", ""Cantonment Railway Station"", ""Bamboo Bazaar"", ""Coles Park"", ""Frazer Town"", ""Mosque Road"", ""East Railway Station"", ""Devis Road"", ""Charls School Toll Gate"", ""Lingarajapura Bridge"", ""Lingarajapura"", ""Jyothi School"", ""Kacharakanahalli"", ""Depot-10 Gate"", ""Hennuru Junction"", ""Hennur Cross"", ""Hennur Petrol Bunk"", ""Hennur Bande"", ""Hennur"", ""Janaki Rama Layout"", ""Geddalahalli"", ""K Narayanapura Cross"", ""Byrathi Cross"", ""Byrathi"", ""Kyalasanahalli"", ""Bileshivale"", ""Dodda Gubbi"", ""Anagalipura Gate"", ""Bande Bommasandra"", ""Bande Bommasandra Cross"", ""Kada Agarahara Cross"", ""Yarappanahalli"", ""D Group Employees Layout"", ""Yarappana Bande"" ]","192",0
KMT-BLS-YPB,Yarappana Bande → KR Market,1,"[ ""04:50:00"" ]",38,"[ ""Yarappana Bande"", ""D Group Employees Layout"", ""Yarappanahalli"", ""Kada Agarahara Cross"", ""Bande Bommasandra"", ""Anagalipura Gate"", ""Dodda Gubbi"", ""Bileshivale"", ""Kyalasanahalli"", ""Byrathi"", ""Byrathi Cross"", ""K Narayanapura Cross"", ""Geddalahalli"", ""Janaki Rama Layout"", ""Hennur"", ""Hennur Bande Sai Baba Temple"", ""Hennuru Petrol Bunk"", ""Hennur Cross"", ""Hennur Junction"", ""Depot-10 Gate"", ""Kacharakanahalli"", ""Jyothi School"", ""Lingarajapura"", ""Lingarajapura Bridge"", ""Charls School Toll Gate"", ""Devis Road"", ""Clarence School"", ""Frazer Town"", ""Coles Park"", ""Bamboo Bazaar"", ""CSI Hospital"", ""Indian Express"", ""Vidhana Soudha Karnataka High Court"", ""KR Circle"", ""St Marthas Hospital"", ""Corporation"", ""Town Hall"", ""KR Market"" ]","192",1
MF-16A,Shanthinagara Bus Station → Shanthinagara Bus Station,20,"[ ""05:25:00"", ""06:15:00"", ""06:30:00"", ""07:20:00"", ""08:05:00"", ""08:45:00"", ""09:35:00"", ""10:15:00"", ""11:20:00"", ""12:05:00"", ""13:30:00"", ""15:00:00"", ""15:25:00"", ""16:55:00"", ""17:20:00"", ""18:25:00"", ""18:50:00"", ""19:55:00"", ""20:20:00"", ""21:25:00"" ]",31,"[ ""Shanthinagara Bus Station"", ""Lalbagh Hopcoms"", ""Lalbagh Main Gate"", ""Lalbagh West Gate"", ""North Road"", ""Ramakrishna Ashrama"", ""Hanumanthanagara Ward Office"", ""Subramanya Swamy Temple"", ""Nirmala Store"", ""Srinivasa Nagara"", ""Bank Colony"", ""Seetha Circle"", ""Hoskerehalli Cross"", ""Hosakerehalli  Junction"", ""Hosakerehalli Petrol Bunk"", ""PES College"", ""Veerabhadranagara"", ""Nayandahalli Junction"", ""Mysore Road Metro Station"", ""BHEL"", ""Bapujinagara"", ""New Guddadahalli"", ""Mysore Road TollGate"", ""Sirsi Circle"", ""Vinayaka Talkies"", ""KR Market"", ""Town Hall 1"", ""Corporation"", ""Subbaiah Circle"", ""KH Road"", ""Shanthinagara Bus Station"" ]","193",0
13-S,Sultan palya → JHBCS Layout,1,"[ ""09:20:00"" ]",39,"[ ""Sultan palya"", ""Ashwathkatte Sultanpalya"", ""Sultanpalya Cross Pushpanjali Talkies"", ""Dinnur Main Road"", ""HMT Layout R T Nagara"", ""RT Nagara Police Station"", ""RTN Post Office"", ""Rahamathnagara"", ""Matadahalli"", ""C Q A L"", ""TV Tower"", ""Munireddy Palya J C Nagara"", ""Jayamahal"", ""Cantonment Railway Station"", ""CSI Hospital"", ""Indian Express"", ""Shivajinagara Bus Station"", ""Indian Express"", ""MG Statue (Chinnaswamy Stadium)"", ""Museum"", ""St Joseph's Indian School\/ Malya Hospital"", ""Richmond Circle"", ""KH Road"", ""Shanthinagara Bus Station"", ""Lalbagh Hopcoms"", ""Mallige Hospital"", ""Siddapura Ashoka Pillar"", ""Ashoka Pillar"", ""Rani Saraladevi"", ""3rd Block Jayanagara"", ""Jayanagara Bus Station"", ""Jayanagara Telephone Exchange"", ""Jayanagara  38th Cross"", ""Jayanagara 40th Cross"", ""Sangam Circle"", ""Banashankari"", ""Kadirenahalli Cross"", ""JHBCS Layout Cross"", ""JHBCS Layout"" ]","194",0
"358",KR Market (Kalasipalya) → Mayasandra,1,"[ ""05:55:00"" ]",39,"[ ""KR Market (Kalasipalya)"", ""Makkala Koota"", ""Basappa Circle"", ""Lalbagh Main Gate"", ""Lalbagh Hopcoms"", ""7th Cross Wilson Garden"", ""Lakkasandra"", ""Nimhans Hospital"", ""Bengaluru Dairy Circle"", ""Muneshwara Devasthana"", ""Hosur Road Junction"", ""St Johns Hospital"", ""Koramangala Water Tank"", ""Kudure Mukha Colony"", ""Krupanidhi College"", ""Madivala"", ""Roopena Agrahara"", ""Bommanahalli"", ""Garvebhavipalya"", ""Kudlu Gate"", ""Singasandra"", ""Hosa Road"", ""Electronic City PESIT College"", ""Konappana Agarhara"", ""Electronic City"", ""Veerasandra"", ""Huskur Gate"", ""Hebbagodi"", ""Bommasandra"", ""BTL College"", ""Hennagara Gate"", ""Chandapura"", ""Hale Chandapura"", ""Tirumagondanahalli"", ""Neraluru Gate"", ""Guddahatti Gate"", ""Ichangur"", ""Kambalipura"", ""Mayasandra"" ]","195",0
"358",Mayasandra → KR Market (Kalasipalya),2,"[ ""04:30:00"", ""07:30:00"" ]",36,"[ ""Mayasandra"", ""Kambalipura"", ""Ichangur"", ""Guestline Hotel"", ""Guddahatti Gate"", ""Neraluru Gate"", ""Tirumagondanahalli"", ""Hale Chandapura"", ""Chandapura"", ""Hennagara Gate"", ""BTL College"", ""Bommasandra"", ""Hebbagodi"", ""Huskur Gate"", ""Veerasandra"", ""Electronic City"", ""Konappana Agarhara"", ""Electronic City PESIT College"", ""Hosa Road"", ""Singasandra"", ""Kudlu Gate"", ""Garvebhavipalya"", ""Bommanahalli"", ""Roopena Agrahara"", ""Madivala"", ""St Johns Hospital"", ""Hosur Road junction"", ""Muneshwara Devasthana"", ""Bengaluru Dairy Circle"", ""Nimhans Hospital"", ""Lakkasandra"", ""7th Cross Wilson Garden"", ""Lalbagh Hopcoms"", ""Lalbagh Main Gate"", ""Town Hall"", ""KR Market (Kalasipalya)"" ]","195",1
222-A,Kempegowda Bus Station → Kengeri Satellite Town,4,"[ ""09:20:00"", ""09:30:00"", ""12:25:00"", ""12:50:00"" ]",26,"[ ""Kempegowda Bus Station"", ""Super Talkies (Cottonpet Hospital)"", ""Rayan Circle"", ""Water Tank Chamarajapet"", ""Chamarajapet"", ""Sirsi Circle"", ""Mysore Road TollGate"", ""New Guddadahalli"", ""Mysore Road Bus Station"", ""BHEL"", ""Mysore Road Metro Station"", ""Nayandahalli"", ""BWSSB Quarters Nayandahalli"", ""Rajarajeshwari nagara Gate"", ""Bengaluru University Gate"", ""Jayaram Das Factory"", ""RV College"", ""Dubasipalya Cross"", ""Mylasandra Cross"", ""Kengeri Bus Station"", ""Kengeri Police Station"", ""Kengeri Ganesha Temple"", ""Kommaghatta Junction"", ""Kengeri Post Office"", ""Kengeri Railway Station"", ""Kengeri Satellite Town"" ]","196",0
222-A,Kengeri Satellite Town → Kempegowda Bus Station,1,"[ ""14:25:00"" ]",24,"[ ""Kengeri Satellite Town"", ""Kengeri Railway Station"", ""Kengeri Post Office"", ""Kommaghatta Junction"", ""Kengeri Ganesha Temple"", ""Kengeri Police Station"", ""Kengeri Bus Station"", ""Mylasandra Cross"", ""Dubasipalya Cross"", ""RV College"", ""Jayaram Das Factory"", ""Bengaluru University Gate"", ""Rajarajeshwari nagara Gate"", ""BWSSB Quarters Nayandahalli"", ""Nayandahalli"", ""Mysore Road Metro Station"", ""BHEL"", ""Deepanjalinagara"", ""Bapujinagara"", ""New Guddadahalli"", ""Mysore Road TollGate"", ""Sirsi Circle"", ""Binny MIll"", ""Kempegowda Bus Station"" ]","196",1
372-C D34G-NSB,Nisarga Badavane → Depot-34 Gate,1,"[ ""17:30:00"" ]",22,"[ ""Nisarga Badavane"", ""Koppa Gate"", ""Begihalli"", ""Ragihalli Gate"", ""Mantapa Cross"", ""Junglepalya Gate"", ""Sarala Birla Academy"", ""Bannerughatta Circle"", ""Vijaya Bank Bannerughatta"", ""Ryan International School"", ""Sampangiram Nagara"", ""AMC College"", ""Kalkere"", ""Koli Farm Gate"", ""Basavanapura Gate"", ""T John College"", ""Gottigere"", ""Bhagya Nagara"", ""Jambu Savari Dinne"", ""Surabhi Layout"", ""BK Circle"", ""Depot-34 Gate"" ]","197",1
240-K,KR Market (Kalasipalya) → Biskur,1,"[ ""18:30:00"" ]",76,"[ ""KR Market (Kalasipalya)"", ""Rayan Circle"", ""Water Tank Chamarajapet"", ""Sirsi Circle"", ""CR Police Ground"", ""Binnypet"", ""Binny Mill"", ""Hunasemara"", ""1st Cross Magadi Road"", ""5th Cross Magadi Road"", ""10th Cross Magadi Road"", ""Prasanna Theatre"", ""Magadi Road TollGate"", ""Agrahara Dasarahalli"", ""KHB Colony"", ""Kamakshipalya"", ""Summanahalli"", ""Kottigepalya"", ""Sunkadakatte"", ""Janapriya Apartment"", ""Herohalli Cross"", ""Anjananagara"", ""East West College Cross"", ""Byadarahalli"", ""College Cross Byadarahalli"", ""Gollarahatti"", ""Kachohalli Gate"", ""Chikka Gollarahatti"", ""Forest Gate"", ""Machohalli Gate"", ""Kadabagere Cross"", ""Seegehalli Gate"", ""Hamsa Farm"", ""Channenahalli Arch"", ""Channenahalli"", ""Honaganahatti"", ""Channadasipalya"", ""Lakkuppe"", ""Ganesha Temple Tavarekere"", ""Tavarekere"", ""Peddanapalya Cross"", ""Deva Machohalli Cross"", ""Karekal Cross"", ""RINAC Factory Marenahalli"", ""Marenahalli"", ""Cholanayakanahalli"", ""Gangappanahalli"", ""TP Gate Thippagondanahalli"", ""TG Halli Quarters"", ""Shanubhoganahalli"", ""Varadenahalli Handpost"", ""Adakamaranahalli Cross (Magadi Road)"", ""Bachenahatti"", ""Dudapanahalli"", ""Thagachaguppe"", ""Chikka Thogurupalya"", ""Maralugondla Cross"", ""Thandya"", ""Jyothipura"", ""Ranganathpura"", ""Thirumala Gate"", ""Hosapete Gate"", ""Hombalamma Kere"", ""Magadi"", ""Kalya Gate Magadi"", ""Jyothinagara"", ""Someshwara Colony Magadi"", ""Chandurayanahalli"", ""Kalya Cross (Sripathyhalli Cross)"", ""Kaleri"", ""Shivanasandra"", ""Mallasandra"", ""Maruru Handpost"", ""Maruru"", ""Sanjeevanapalya"", ""Biskur"" ]","198",0
226-V KBS-HGH,Kempegowda Bus Station → Hangarahalli,2,"[ ""05:40:00"", ""05:55:00"" ]",58,"[ ""Kempegowda Bus Station"", ""Super Talkies (Cottonpet Hospital)"", ""Rayan Circle"", ""Water Tank Chamarajapet"", ""Chamarajapet"", ""Sirsi Circle"", ""Mysore Road TollGate"", ""New Guddadahalli"", ""Mysore Road Bus Station"", ""BHEL"", ""Mysore Road Metro Station"", ""Nayandahalli"", ""BWSSB Quarters Nayandahalli"", ""Rajarajeshwari nagara Gate"", ""Bengaluru University Gate"", ""Jayaram Das Factory"", ""RV College"", ""Dubasipalya Cross"", ""Mylasandra Cross"", ""Kengeri Bus Station"", ""Kengeri Police Station"", ""Depot-12 Gate"", ""NICE Road Kengeri Road Junction"", ""Basavanagara Kengeri"", ""RR Medical College"", ""Anchepalya"", ""Juggath Farma"", ""Ramohalli Cross"", ""Kumbalagodu"", ""Pepsi Gate"", ""Swami Narayana Gurukula"", ""Kanminake"", ""Kanminake Colony"", ""Hejjala Cross"", ""Dalai Lama College"", ""Sheshagirihalli"", ""Manchanayakanahalli Gate"", ""Veeranjaneya Temple"", ""Railway Gate Lakshmisagara"", ""Kadumane Hotel"", ""Billa Kempanahalli Gate"", ""Byramangala Cross"", ""Bidadi Railway Station"", ""Bidadi"", ""Bidadi Railway Station"", ""Byramangala Cross"", ""Medanahalli"", ""Shanimahathma Temple"", ""Coca Cola Byramangala"", ""Jogera Doddy 1"", ""Abbanakuppe"", ""Depot-36 Gate"", ""Thimmegowdana Doddy"", ""Basaveshwaranagara Banandur"", ""Ittamadu"", ""ThoreDoddy"", ""Thore Doddy High School"", ""Hangarahalli"" ]","199",0
D6G-GBJCG,Depot-06 Gate → GBJ Colony Gate Doddanekkundi,2,"[ ""07:56:00"", ""07:56:00"" ]",15,"[ ""Depot-06 Gate"", ""Binnamangala"", ""Swamy Vivekananda Metro Station\/Isolation Hospital"", ""Suranjan Das Road\/NGEF"", ""GTRE Engine Division"", ""Geetanjali Layout"", ""BEML Gate"", ""Jeevanbheema Nagara Cross"", ""Annasandrapalya Cross"", ""HAL Main Gate"", ""Helicopter Division"", ""HAL Kalyana Mantap"", ""Yamalur Cross"", ""Dodda Nekkundi Junction"", ""GBJ Colony Gate Doddanekkundi"" ]",19a,0
408-A,Doddabelavangala → Nelamangala Bus Station,2,"[ ""12:40:00"", ""15:30:00"" ]",25,"[ ""Doddabelavangala"", ""Doddahejjaji"", ""Agrahara"", ""Shykaladevanapura"", ""Isturu Cross"", ""Kanasawadi"", ""Chikka Belavagala Gate"", ""Ramadevanahalli Cross"", ""Kannamangala Gate"", ""Guttepalya"", ""Railway Gate Gollahalli"", ""Arch Railway Gollahalli"", ""Gollahalli"", ""Hyadalu"", ""Makali Cross Madhure Road"", ""Mylanahalli Gate"", ""KG Srinivasapura Cross"", ""Mylanahalli Bare"", ""A G Export Garments Nelamangala"", ""Islampura Cross"", ""Basavanahalli"", ""Renuka Nagara"", ""Basavanahalli Cross"", ""Nelamangala Hunasemara"", ""Nelamangala Bus Station"" ]",19b,0
408-A,Nelamangala Bus Station → Doddabelavangala,2,"[ ""10:55:00"", ""13:55:00"" ]",25,"[ ""Nelamangala Bus Station"", ""Nelamangala Hunasemara"", ""Basavanahalli Cross"", ""Renuka Nagara"", ""Basavanahalli"", ""Islampura Cross"", ""A G Export Garments Nelamangala"", ""Mylanahalli Bare"", ""KG Srinivasapura Cross"", ""Mylanahalli Gate"", ""Makali Cross Madhure Road"", ""Hyadalu"", ""Gollahalli"", ""Arch Railway Gollahalli"", ""Railway Gate Gollahalli"", ""Guttepalya"", ""Kannamangala Gate"", ""Ramadevanahalli Cross"", ""Chikka Belavagala Gate"", ""Kanasawadi"", ""Isturu Cross"", ""Shykaladevanapura"", ""Agrahara"", ""Doddahejjaji"", ""Doddabelavangala"" ]",19b,1
"27",BTM Layout Water Tank → Shivajinagara Bus Station,3,"[ ""08:35:00"", ""15:05:00"", ""17:30:00"" ]",24,"[ ""BTM Layout Water Tank"", ""MICO Layout BTM"", ""East End Jayanagara"", ""Jayanagara Pump House"", ""Carmel Convent Jayanagara"", ""Sanjay Gandhi Hospital"", ""Jayanagara Church"", ""Jayanagara Bus Station"", ""3rd Block Jayanagara"", ""Madhavan Park"", ""Rani Saraladevi High School"", ""Ashoka Pillar"", ""Siddapura Ashoka Pillar"", ""Mallige Hospital"", ""Wilson Garden 10th Cross"", ""Wilson Garden Police Station"", ""Shanthinagara Bus Station"", ""KH Road"", ""Richmond Circle"", ""St Joseph College"", ""St Joseph Boys High School Musuem Road"", ""State Bank India Garage"", ""MG Road"", ""Shivajinagara Bus Station"" ]",19c,1
"123",Shivajinagara Bus Station → Old Baiyappanahalli,1,"[ ""08:30:00"" ]",14,"[ ""Shivajinagara Bus Station"", ""Indian Express"", ""Cunningham Road"", ""Vasantha Nagara"", ""Cantonment Railway Station"", ""Bamboo Bazaar"", ""Coles Park"", ""Seventh Day School (Coles Park)"", ""Coles Road"", ""ITC Factory"", ""Jai Bharath Nagara"", ""Maruthi Sevanagara"", ""Sathya Nagara"", ""Old Baiyappanahalli"" ]",19d,0
252 PSS-KMT,KR Market → Peenya 2nd stage,1,"[ ""10:30:00"" ]",29,"[ ""KR Market"", ""Town Hall"", ""Corporation"", ""Mysore Bank"", ""Kempegowda Bus Station(Majestic\/KBS)"", ""Central"", ""Malleshwara Circle"", ""Malleshwara 8th Cross (Sampige Road)"", ""Malleshwara 11th Cross"", ""Malleshwara 15th Cross"", ""Malleshwara 18th Cross"", ""Tata Institute"", ""Yeshawanthapura Bus Station"", ""Govardhan Talkies"", ""RMC Yard (Yashawanthapura New Railway Station)"", ""MEI Factory"", ""Goraguntepalya"", ""CMTI"", ""SRS Peenya"", ""Peenya Industry Metro Station"", ""Jalahalli Cross"", ""Systems Peenya"", ""TVS Cross Peenya"", ""Rolling Mill"", ""NTTF Peenya"", ""Brundavana Peenya"", ""Peenya 14th cross"", ""Rajagopalanagara"", ""Peenya 2nd stage"" ]",19e,1
314-A,Shivajinagara Bus Station → CV Raman Nagara,5,"[ ""08:50:00"", ""11:50:00"", ""15:20:00"", ""15:35:00"", ""17:50:00"" ]",22,"[ ""Shivajinagara Bus Station"", ""Indian Express"", ""BRV Talkies Cubbon Road"", ""Maniksha Parade Ground"", ""Manipal Centre"", ""Lido Talkies"", ""Halasuru Police Station"", ""Halasuru"", ""Lakshmipura"", ""Double Road Indiranagara"", ""Indiranagara Metro Station"", ""Indiranagara Police Station\/KFC"", ""CMH Hospital"", ""Thippasandra"", ""Thippasandra Market"", ""Ganesha Temple Thippasandra"", ""BEML Gate"", ""Geetanjali Layout"", ""A P J Abdul Kalam Statue"", ""Bagmane Tech Park"", ""DRDO Quarters"", ""CV Raman Nagara"" ]",19f,0
314-A,CV Raman Nagara → Shivajinagara Bus Station,6,"[ ""07:40:00"", ""10:00:00"", ""14:15:00"", ""16:30:00"", ""16:55:00"", ""18:45:00"" ]",22,"[ ""CV Raman Nagara"", ""DRDO Quarters"", ""Bagmane Tech Park"", ""A P J Abdul Kalam Statue"", ""Geetanjali Layout"", ""BEML Gate"", ""Jeevan Bheemanagara Cross"", ""JBN Petrol Bunk"", ""Kodihalli"", ""Thippasandra"", ""CMH Hospital"", ""Indiranagara Police Station\/KFC"", ""Indiranagara Metro Station"", ""Double Road Indiranagara"", ""Lakshmipura"", ""Halasuru"", ""Halasuru Police Station"", ""Lido Talkies"", ""Manipal Centre MG Road"", ""Maniksha Parade Ground"", ""BRV Talkies Cubbon Road"", ""Shivajinagara Bus Station"" ]",19f,1
140-A,KR Market → Shrinivagilu Bus Stand,9,"[ ""06:15:00"", ""07:00:00"", ""08:30:00"", ""10:25:00"", ""11:55:00"", ""14:50:00"", ""16:20:00"", ""17:55:00"", ""20:10:00"" ]",21,"[ ""KR Market"", ""Town Hall 1"", ""Corporation"", ""Subbaiah Circle"", ""Akkithimmanahalli 1"", ""Nanjappa Circle"", ""Elgin Floor Mill"", ""Johnson Market"", ""Shoolay Circle Brigade Road"", ""St Patrick Church"", ""Philomenas Hospital"", ""Austin Town"", ""ASC Centre"", ""Vannarapet"", ""Ravi Tent"", ""Shine Bakery"", ""Fairland Shop"", ""Ejipura"", ""Ejipura School"", ""Shrinivagilu Junction"", ""Shrinivagilu Bus Stand"" ]",19g,0
140-A,Shrinivagilu Bus Stand → KR Market,9,"[ ""05:40:00"", ""06:20:00"", ""07:45:00"", ""09:15:00"", ""11:10:00"", ""14:05:00"", ""15:35:00"", ""17:05:00"", ""19:20:00"" ]",17,"[ ""Shrinivagilu Bus Stand"", ""Shrinivagilu Junction"", ""Ejipura School"", ""Ejipura"", ""Fairland Shop"", ""Shine Bakery"", ""Ravi Tent"", ""Vannarapet"", ""ASC Centre"", ""Austin Town"", ""Philomenas Hospital"", ""Nanjappa Circle"", ""Akkithimmanahalli"", ""Subbaiah Circle"", ""Poornima Talkies"", ""Town Hall"", ""KR Market"" ]",19g,1
241-CD,KR Market (Kalasipalya) → Chikka Kodigehalli,6,"[ ""06:55:00"", ""09:00:00"", ""11:30:00"", ""15:30:00"", ""18:05:00"", ""20:40:00"" ]",30,"[ ""KR Market (Kalasipalya)"", ""Rayan Circle"", ""Water Tank Chamarajapet"", ""Chamarajapet"", ""Sirsi Circle"", ""CR Police Ground"", ""Binnypet"", ""Binny Mill"", ""Hunasemara"", ""1st Cross Magadi Road"", ""5th Cross Magadi Road"", ""10th Cross Magadi Road"", ""Prasanna Theatre"", ""Magadi Road TollGate"", ""Agrahara Dasarahalli"", ""KHB Colony"", ""Kamakshipalya"", ""Summanahalli"", ""Kottigepalya"", ""Sunkadakatte"", ""Janapriya Apartment"", ""Herohalli Cross"", ""Anjananagara"", ""East West College Cross"", ""Byadarahalli"", ""College Cross Byadarahalli"", ""Gollarahatti"", ""Yale Kodigehalli Colony"", ""Yale Kodigehalli"", ""Chikka Kodigehalli"" ]",19h,0
