name,full_name,trip_count,trip_list,stop_count,stop_list,id,direction_id
328-H HSK-D41G,Hosakote Bus Stand (Old) → Depot-41 Gate,3,"[ ""11:10:00"", ""11:30:00"", ""17:05:00"" ]",35,"[ ""Hosakote Bus Stand (Old)"", ""Hosakote Flower Market"", ""Hosakote K E B Circle"", ""Hosakote Bus Station (TTMC)"", ""Hosakote Toll"", ""Hosakote Kodi"", ""Katamanallur Gate"", ""Sannathammanahalli"", ""Gorivegere Gate"", ""Safal Market"", ""Khaji Sonnenahalli Gate"", ""Kannamangala Gate"", ""Bevina Mara Kannamangala"", ""Sai Lakshmi Industries"", ""Chaithanya Samarpan Apartment"", ""Shell Petrol Bunk"", ""Seegehalli Gate  Kadugodi"", ""Bellathur"", ""Sathya Sai Baba Mandir"", ""Kadugodi Bridge"", ""Hope Farm"", ""Munish Singh Hospital"", ""Whitefiled ACP Police Station"", ""Sai Baba General Hospital"", ""White Field Post Office"", ""Brooke Bond"", ""Forum Mall"", ""Varthur Kodi"", ""Varthuru Govt College"", ""Varthuru"", ""Varthuru Police Station"", ""Vinayakanagara Varthur"", ""Gunjuru"", ""Hosahalli"", ""Depot-41 Gate"" ]",sp,0
258-A,KR Market → Machonayakanahalli,1,"[ ""06:05:00"" ]",60,"[ ""KR Market"", ""Town Hall"", ""Corporation"", ""Mysore Bank"", ""Kempegowda Bus Station"", ""Ananda Rao Circle"", ""Central"", ""Malleshwara Circle"", ""Malleshwara 8th Cross (Sampige Road)"", ""Malleshwara 11th Cross"", ""Malleshwara 15th Cross"", ""Malleshwara 18th Cross"", ""Tata Institute"", ""Yeshawanthapura Bus Station"", ""Govardhan Talkies"", ""RMC Yard (Yashawanthapura New Railway Station)"", ""MEI Factory"", ""Goraguntepalya"", ""CMTI"", ""SRS Peenya"", ""Peenya Industry Metro Station"", ""Jalahalli Cross"", ""T Dasarahalli"", ""8th Mile Dasarahalli"", ""Deepak Factory"", ""Nagasandra Metro Station"", ""Widia Factory"", ""Marison Factory"", ""Chikkabidarakallu"", ""Jindal"", ""Anchepalya"", ""Madavara"", ""TCI"", ""Madanayakanahalli"", ""Makali"", ""Depot-40 Gate"", ""Adakimaranahalli"", ""Ravuthanahalli Cross"", ""Dasanapura"", ""Devannanapalya"", ""Arishinakunte"", ""Vishwa Shanti Ashrama"", ""Binnamangala Towads Nelamangala)"", ""Nursery Nelamangala"", ""Weavers Colony Nelamangala"", ""TB Nelamangala"", ""Anjaneya Temple Nelamangala"", ""Nelamangala Bus Station"", ""Nelamangala Hunasemara"", ""Tumkur Road Junction"", ""Nelamangala Jass Toll"", ""KBD Factory"", ""Bommanahalli"", ""Budihal Gate"", ""Ice Factory Veerananjipura"", ""Veerananjipura"", ""Deganahalli"", ""Papabhovipalya"", ""Narayan Rao Palya"", ""Machonayakanahalli"" ]",sq,0
500-Y YHKOT-HBL-D10G,Hebbala Bridge → Depot-10 Gate,2,"[ ""18:25:00"", ""18:50:00"" ]",8,"[ ""Hebbala Bridge"", ""Kempapura"", ""Veerannapalya"", ""Manyatha Tech Park"", ""Nagawara Junction"", ""HBR Layout"", ""Hennur Junction"", ""Depot-10 Gate"" ]",sr,0
45-G KMK-KBS-BEMLF,Kamakya Talkies → BEML Factory,1,"[ ""13:25:00"" ]",36,"[ ""Kamakya Talkies"", ""Kathriguppe"", ""Janatha Bazar Banashankari"", ""Hosakerehalli  Junction"", ""Hoskerehalli Cross"", ""Seetha Circle"", ""Bank Colony"", ""Srinivasa Nagara"", ""Maruthi Circle"", ""Subramanya Swamy Temple"", ""Ganesha Bhavan"", ""Ramakrishna Ashrama"", ""Bengaluru High School"", ""Chamarajapet"", ""Binny MIll"", ""Kempegowda Bus Station"", ""Maharani College"", ""KR Circle"", ""St Marthas Hospital"", ""Corporation"", ""St Joseph's Indian School\/ Malya Hospital"", ""Richmond Circle"", ""Mayohall"", ""MG Road Electric B Station"", ""Lido Talkies"", ""Halasuru Police Station"", ""Halasuru"", ""Lakshmipura"", ""Double Road Indiranagara"", ""Indiranagara Metro Station"", ""Indiranagara Police Station\/KFC"", ""CMH Hospital"", ""Thippasandra"", ""Thippasandra Market"", ""Ganesha Temple Thippasandra"", ""BEML Factory"" ]",ss,0
DPJN-JJN,Jagajeevanram Nagara → Deepanjalinagara,7,"[ ""17:55:00"", ""18:10:00"", ""18:20:00"", ""18:50:00"", ""19:30:00"", ""21:40:00"", ""21:50:00"" ]",8,"[ ""Jagajeevanram Nagara"", ""Goripalya"", ""Maramma Temple"", ""Sirsi Circle"", ""Mysore Road TollGate"", ""New Guddadahalli"", ""Mysore Road Bus Station"", ""Deepanjalinagara"" ]",st,1
89-A YTTMC-CVN,Yeshawanthapura Bus Station → Cauvery Nagara,9,"[ ""06:11:00"", ""06:16:00"", ""06:21:00"", ""08:01:00"", ""08:51:00"", ""13:40:00"", ""13:50:00"", ""14:02:00"", ""14:37:00"" ]",7,"[ ""Yeshawanthapura Bus Station"", ""Govt Soap Factory"", ""Iskcon Temple"", ""Mahalakshmi Layout Entrance"", ""1st Block Rajajinagara"", ""Kurubarahalli"", ""Cauvery Nagara"" ]",su,0
89-A YTTMC-CVN,Cauvery Nagara → Yeshawanthapura Bus Station,8,"[ ""12:00:00"", ""12:20:00"", ""13:15:00"", ""13:20:00"", ""18:30:00"", ""18:35:00"", ""19:05:00"", ""21:25:00"" ]",9,"[ ""Cauvery Nagara"", ""Kurubarahalli"", ""Bheemajyothi Nagara Shankara Mutt"", ""1st Block Rajajinagara"", ""Mahalakshmi Layout Entrance"", ""Iskcon Temple"", ""Govt Soap Factory"", ""Govardhan Talkies"", ""Yeshawanthapura Bus Station"" ]",su,1
195 SBS-AIT,Shivajinagara Bus Station → Ambedkar Institute of Technology,1,"[ ""10:10:00"" ]",31,"[ ""Shivajinagara Bus Station"", ""Indian Express"", ""Vidhana Soudha Karnataka High Court"", ""MS Building"", ""Maharani College"", ""Cauvery Bhavana"", ""Kempegowda Bus Station"", ""Okalipura"", ""Sujatha Talkies"", ""Gopalapura"", ""6th Block Rajajinagara"", ""Prasanna Theatre"", ""Magadi Road TollGate"", ""Manuvana"", ""Vijayanagara Vijaya Bank"", ""Vijayanagara"", ""Maruthi Mandira"", ""Vijayanagara Garage"", ""Income Tax Layout Cross 1"", ""Income Tax Layout"", ""Chandra Public School"", ""Ganesha Temple Chandra Layout"", ""Chandra Layout Circle"", ""Jyothi Nagara"", ""Nagarabhavi Circle"", ""Manasa Nagara"", ""12th Block Nagarabhavi"", ""NGEF Layout Nagarabhavi"", ""Vinayaka Layout Nagarabhavi"", ""Kengunte Circle"", ""Ambedkar Institute of Technology"" ]",sv,0
257-A DSP-HRH,Harokyatanahalli → Dasanapura,1,"[ ""18:30:00"" ]",6,"[ ""Harokyatanahalli"", ""Makali"", ""Depot-40 Gate"", ""Adakimaranahalli"", ""Ravuthanahalli Cross"", ""Dasanapura"" ]",sw,1
"402",KR Market → 5th Phase Yelahanka New Town,3,"[ ""10:25:00"", ""12:00:00"", ""18:10:00"" ]",29,"[ ""KR Market"", ""Town Hall"", ""Corporation"", ""Mysore Bank"", ""Kempegowda Bus Station"", ""KPCC Office"", ""Shivananda Store"", ""RM Guttahalli"", ""Palace Ground"", ""Mekhri Circle"", ""CBI"", ""Veterinary Hospital"", ""Canara Bank Hebbala"", ""Hebbala"", ""Military Dairy Farm (Esteem Mall)"", ""Kodigehalli Gate"", ""Byatarayanapura"", ""GKVK GATE"", ""Jakkur Aerodrum"", ""Allalasandra Gate"", ""Yalahanka Police Station"", ""NES Office"", ""Sheshadripuram College"", ""Sharavathi Hotel"", ""Chikka Bommasandra Cross"", ""Yalahanka Satellite Town"", ""Mother Dairy Cross Yalahanka"", ""4th Phase Yalahanka New Town Iyengar Bakery"", ""5th Phase Yelahanka New Town"" ]",sx,0
"402",5th Phase Yelahanka New Town → KR Market,2,"[ ""10:25:00"", ""16:55:00"" ]",31,"[ ""5th Phase Yelahanka New Town"", ""4th Phase Yalahanka New Town Iyengar Bakery"", ""Mother Dairy Cross Yalahanka"", ""Yelahanka Satellite Town"", ""Chikka Bommasandra Cross"", ""Sharavathi Hotel"", ""Sheshadripuram College"", ""NES Office"", ""Yalahanka Police Station"", ""Allalasandra Gate"", ""Jakkur Aerodrum"", ""GKVK GATE"", ""Byatarayanapura"", ""Kodigehalli Gate"", ""Military Dairy Farm (Esteem Mall)"", ""Hebbala Bridge"", ""Hebbala"", ""Canara Bank Hebbala"", ""Veterinary Hospital"", ""CBI"", ""Mekhri Circle"", ""Palace Ground"", ""RM Guttahalli"", ""Shivananda Store"", ""Ananda Rao Circle"", ""Maharani College"", ""KR Circle"", ""St Marthas Hospital"", ""Corporation"", ""Town Hall"", ""KR Market"" ]",sx,1
MF-510,Banashankari Bus Station → Banashankari Bus Station,13,"[ ""07:15:00"", ""08:20:00"", ""08:35:00"", ""09:30:00"", ""10:30:00"", ""11:15:00"", ""12:10:00"", ""13:55:00"", ""15:00:00"", ""15:40:00"", ""15:55:00"", ""17:15:00"", ""17:50:00"" ]",43,"[ ""Banashankari Bus Station"", ""Kadirenahalli Cross"", ""Kadirenahalli Village"", ""Prarthana School"", ""Gowdanapalya"", ""Chikkallasandra Aralimara"", ""Chikkallasandra Bank Colony"", ""KR Hospital Uttarahalli"", ""Uttarahalli"", ""Arehalli"", ""Poornaprajna Layout"", ""Uttarahalli Water Tank"", ""Patalamma Temple"", ""Mantri Alpyne Apartment"", ""Channasandra"", ""Channasandra Colony"", ""Indo American Hybrid Farm"", ""JSS College"", ""Omkar Hills"", ""BGS Health City Gate Abhiman Studio"", ""Savandarbar Ashrama"", ""Gollahallii Road Junction"", ""Kengeri Bus Station"", ""Mylasandra Cross"", ""Dubasipalya Cross"", ""RV College"", ""Jayaram Das Factory"", ""Bengaluru University Gate"", ""Rajarajeshwari nagara Gate"", ""BWSSB Quarters Nayandahalli"", ""Nayandahalli"", ""Nayandahalli Junction"", ""Veerabhadra Nagara"", ""PES College"", ""Hosakerehalli Petrol Bunk"", ""Hosakerehalli  Junction"", ""Janatha Bazar  Banashankari"", ""Kathriguppe"", ""Kamakya Talkies"", ""Devegowda Petrol Bunk"", ""Kadirenahalli Park"", ""Kadirenahalli Cross"", ""Banashankari Bus Station"" ]",sy,0
399-A,Chandapura → Hosakote Bus Stand (Old),6,"[ ""06:00:00"", ""07:45:00"", ""08:25:00"", ""09:10:00"", ""16:30:00"", ""18:25:00"" ]",52,"[ ""Chandapura"", ""Heelalige Cross"", ""Ramasagara"", ""Nursery Farm"", ""Singena Agrahara Cross"", ""Narayanaghatta Gate"", ""Muttanalluru Gate"", ""Gopasandra Gate"", ""Kaggalipura Cross"", ""Head Start School Gate"", ""Harohalli Gate"", ""Kammasandra Gate"", ""Chokkasandra Cross"", ""Muttanalluru Cross"", ""TISB Boys Hostel"", ""Green Wood High School"", ""Heggondanahalli"", ""Gunjuru"", ""Vinayakanagara Varthur"", ""KK School"", ""Varthuru Police Station"", ""Varthuru"", ""Varthuru Govt College"", ""Varthur kodi"", ""Forum Mall"", ""Brooke Bond"", ""White Field Post Office"", ""Sai Baba General Hospital"", ""Munish Singh Hospital"", ""Coffee Day Hope Farm"", ""Hope Farm"", ""Kadugodi Bridge"", ""Sathya Sai Baba Mandir"", ""Bellathur"", ""Seegehalli Gate  Kadugodi"", ""Shell Petrol Bunk"", ""Chaithanya Samarpan Apartment"", ""Sai Lakshmi Industries"", ""Bevina Mara Kannamangala"", ""Kannamangala Gate"", ""Khaji Sonnenahalli Gate"", ""Safal Market"", ""Gorivegere Gate"", ""Sannathammanahalli"", ""Budigere Cross"", ""Katamanallur Gate"", ""Hosakote Kodi"", ""Hosakote Toll"", ""Hosakote High School"", ""Hosakote BEO office"", ""Hosakote Flower Market"", ""Hosakote Bus Stand (Old)"" ]",sz,1
242-R D35G-JGH,Jogerahalli → Depot-35 Gate,1,"[ ""11:20:00"" ]",15,"[ ""Jogerahalli"", ""Center for Learning School Campus Magadi Road"", ""Karekal Cross"", ""Deva Machohalli Cross"", ""Peddanapalya Cross"", ""Tavarekere"", ""Ganesha Temple Tavarekere"", ""Lakkuppe"", ""Channadasipalya"", ""Honaganahatti"", ""Channenahalli"", ""Channenahalli Arch"", ""Hamsa Farm"", ""Seegehalli Gate"", ""Depot-35 Gate"" ]",t,1
290-Y YTTMC-KRPGH,Hebbala Bridge → Krishnaraja Pura Govt Hospital,1,"[ ""07:41:00"" ]",17,"[ ""Hebbala Bridge"", ""Kempapura"", ""Veerannapalya"", ""Manyatha Tech Park"", ""Nagawara Junction"", ""HBR Layout"", ""Hennur Junction"", ""Kalyananagara"", ""80 feet Road Kalyananagara"", ""Babusabpalya"", ""Horamavu"", ""Vijaya Bank Colony Ring Road"", ""B Channasandra Bridge(Ramamurthy Nagara Ring Road)"", ""Kasthurinagara"", ""Tin Factory"", ""ITI Colony Gate"", ""Krishnaraja Pura Govt Hospital"" ]",t0,0
290-Y YTTMC-KRPGH,Krishnaraja Pura Govt Hospital → Hebbala Bridge,1,"[ ""17:00:00"" ]",17,"[ ""Krishnaraja Pura Govt Hospital"", ""ITI Colony Gate"", ""Tin Factory"", ""Kasthurinagara"", ""B Channasandra Bridge(Ramamurthy Nagara Ring Road)"", ""Vijaya Bank Colony Ring Road"", ""Horamavu"", ""Babusabpalya"", ""80 feet Road Kalyananagara"", ""Kalyananagara"", ""Hennur Junction"", ""HBR Layout"", ""Nagawara Junction"", ""Manyatha Tech Park"", ""Veerannapalya"", ""Kempapura"", ""Hebbala Bridge"" ]",t0,1
345-C,St Johns Hospital → Nanjapura,3,"[ ""06:50:00"", ""10:20:00"", ""15:35:00"" ]",34,"[ ""St Johns Hospital"", ""Koramangala Water Tank"", ""Kudure Mukha Colony"", ""Krupanidhi College"", ""Madivala"", ""Roopena Agrahara"", ""Bommanahalli"", ""Deccan"", ""Kalyanamantapa (Oxford College)"", ""Hongasandra"", ""Galaxy Paradise (Tent)"", ""St Francis School"", ""Canara Bank Begur"", ""Vishwapriya Layout Cross"", ""Aralimara (PK Kalyana Mantapa )"", ""Beguru Lake"", ""Beguru"", ""Hanuman Temple Beguru"", ""Nobel Residency"", ""Radiant Redwood Apartment Koppa Road"", ""Beguru Nice Road Junction"", ""St Marys School"", ""Vaddarapalya"", ""Mylasandra Cross"", ""Mylasandra Road Junction"", ""Jalli Machine"", ""Hullahalli Cross"", ""Bingipura"", ""Podu Cross"", ""Kempapura"", ""Hulimangala"", ""Hulimangala Cross"", ""Nanjapura Cross"", ""Nanjapura"" ]",t1,0
345-C,Nanjapura → KR Market (Kalasipalya),2,"[ ""05:30:00"", ""08:45:00"" ]",42,"[ ""Nanjapura"", ""Nanjapura Cross"", ""Hulimangala Cross"", ""Hulimangala"", ""Kempapura"", ""Bingipura"", ""Bingipura Cross"", ""Hullahalli Cross"", ""Jalli Machine"", ""Mylasandra Road Junction"", ""Mylasandra Cross"", ""Vaddarapalya"", ""St Marys School"", ""Beguru Nice Road Junction"", ""Radiant Redwood Apartment Koppa Road"", ""Nobel Residency"", ""Hanuman Temple Beguru"", ""Beguru"", ""Beguru Lake"", ""Aralimara (PK Kalyana Mantapa )"", ""Vishwapriya Layout Cross"", ""Canara Bank Begur"", ""St Francis School"", ""Galaxy Paradise (Tent)"", ""Hongasandra"", ""Kalyanamantapa (Oxford College)"", ""Deccan"", ""Bommanahalli"", ""Roopena Agrahara"", ""Madivala"", ""Ayyappaswamy Temple Madivala"", ""St Johns Hospital"", ""Hosur Road junction"", ""Muneshwara Devasthana"", ""Bengaluru Dairy Circle"", ""Nimhans Hospital"", ""Lakkasandra"", ""7th Cross Wilson Garden"", ""Lalbagh Hopcoms"", ""Lalbagh Main Gate"", ""Town Hall"", ""KR Market (Kalasipalya)"" ]",t1,1
287-K,Shivajinagara Bus Station → Dasarahalli Hebbala,4,"[ ""08:25:00"", ""10:40:00"", ""12:30:00"", ""14:45:00"" ]",24,"[ ""Shivajinagara Bus Station"", ""Indian Express"", ""Cunningham Road"", ""Vasantha Nagara"", ""Jayamahal"", ""Munireddy Palya J C Nagara"", ""TV Tower"", ""C‌ Q A L"", ""Matadahalli"", ""Rahamathnagara"", ""RT Nagara Post Office"", ""RT Nagara Police Station"", ""Vasanthappa Block"", ""CBI"", ""Veterinary Hospital"", ""Canara Bank Hebbala"", ""Hebbala"", ""Military Dairy Farm (Esteem Mall)"", ""Kodigehalli Gate"", ""Dasarahalli Road Junction"", ""Amruthanagara Canara Bank"", ""Sri Bhuvaneshwari Nagara"", ""Maruthi Badavane Dasarahalli"", ""Dasarahalli Hebbala"" ]",t2,0
222-N,Kempegowda Bus Station → Jnana Bharathi West Side Hospital,2,"[ ""14:15:00"", ""17:10:00"" ]",29,"[ ""Kempegowda Bus Station"", ""Super Talkies (Cottonpet Hospital)"", ""Rayan Circle"", ""Water Tank Chamarajapet"", ""Chamarajapet"", ""Sirsi Circle"", ""Mysore Road TollGate"", ""New Guddadahalli"", ""Mysore Road Bus Station"", ""BHEL"", ""Mysore Road Metro Station"", ""Nayandahalli"", ""BWSSB Quarters Nayandahalli"", ""Rajarajeshwari nagara Gate"", ""Bengaluru University Gate"", ""Jayaram Das Factory"", ""RV College"", ""Dubasipalya Cross"", ""Mylasandra Cross"", ""Kengeri Bus Station"", ""Kengeri Police Station"", ""Kengeri Ganesha Temple"", ""Kommaghatta Junction"", ""Kengeri Post Office"", ""Kengeri Railway Station"", ""Kengeri Satellite Town"", ""Police Quarters"", ""Shivanahalli"", ""Jnana Bharathi West Side Hospital"" ]",t3,0
BMBS-JHC,Bande Maramma Bus Station → Jalahalli Cross,1,"[ ""17:20:00"" ]",25,"[ ""Bande Maramma Bus Station"", ""BDA Park Bande Maramma Temple"", ""Malagala 1"", ""Ramkrishana Layout"", ""Summanahalli"", ""Kottigepalya"", ""Sunkadakatte"", ""Janapriya Apartment"", ""Herohalli Cross"", ""Maruthi Nagara"", ""Mahadeshwara Nagara"", ""Prasanna Layout"", ""Nagaraholenagara Cross"", ""Neelagiri Thopu"", ""Hegganahalli Cross"", ""Hegganahalli"", ""Milk Dairy Hegganahalli"", ""Peenya 2nd Stage"", ""Peenya 14th Cross"", ""Brundavana Peenya"", ""NTTF Peenya"", ""Rolling Mill"", ""TVS Cross Peenya"", ""Systems Peenya"", ""Jalahalli Cross"" ]",t4,0
225-C FLY,BEML Layout 5th stage → Kempegowda Bus Station,6,"[ ""05:25:00"", ""05:50:00"", ""06:21:00"", ""08:05:00"", ""09:25:00"", ""10:05:00"" ]",25,"[ ""BEML Layout 5th stage"", ""Kuvempu Circle"", ""Double Road BEML Layout"", ""BEML Complex"", ""Ideal Homes"", ""Nimishamba Temple"", ""Pattanagere Jayanna Circle"", ""RR Temple"", ""RR School"", ""RR Nagara Petrol Bunk"", ""Rajarajeshwari nagara Gate"", ""BWSSB Quarters Nayandahalli"", ""Nayandahalli"", ""Mysore Road Metro Station"", ""BHEL"", ""Deepanjalinagara"", ""Bapujinagara"", ""New Guddadahalli"", ""Mysore Road TollGate"", ""Sirsi Circle"", ""KR Market Flyover"", ""Town Hall"", ""Corporation"", ""Mysore Bank"", ""Kempegowda Bus Station"" ]",t5,0
258-R,KR Market → Honnasandra,1,"[ ""10:55:00"" ]",61,"[ ""KR Market"", ""Town Hall"", ""Corporation"", ""Mysore Bank"", ""Kempegowda Bus Station(Majestic\/KBS)"", ""Central"", ""Malleshwara Circle"", ""Malleshwara 8th Cross (Sampige Road)"", ""Malleshwara 11th Cross"", ""Malleshwara 15th Cross"", ""Malleshwara 18th Cross"", ""Tata Institute"", ""Yeshawanthapura Bus Station"", ""Govardhan Talkies"", ""RMC Yard (Yashawanthapura New Railway Station)"", ""MEI Factory"", ""Goraguntepalya"", ""CMTI"", ""SRS Peenya"", ""Peenya Industry Metro Station"", ""Jalahalli Cross"", ""T Dasarahalli"", ""8th Mile Dasarahalli"", ""Deepak Factory"", ""Nagasandra Metro Station"", ""Widia Factory"", ""Marison Factory"", ""Chikkabidarakallu"", ""Jindal"", ""Anchepalya"", ""Madavara"", ""TCI"", ""Madanayakanahalli"", ""Makali"", ""Depot-40 Gate"", ""Adakimaranahalli"", ""Ravuthanahalli Cross"", ""Dasanapura"", ""Devannanapalya"", ""Arishinakunte"", ""Vishwa Shanti Ashrama"", ""Binnamangala Towads Nelamangala)"", ""Nursery Nelamangala"", ""Weavers Colony Nelamangala"", ""TB Nelamangala"", ""Anjaneya Temple Nelamangala"", ""Nelamangala Bus Station"", ""Nelamangala Hunasemara"", ""Tumkur Road Junction"", ""Nelamangala Cement Factory"", ""BP Indian School Nelamangala"", ""Mallarabanavadi Cross"", ""Shanthinagara Nelamangala"", ""Srinivasapura Cross"", ""Yantaganahalli  Toll"", ""Yantaganahalli Palya"", ""Yantaganahalli"", ""Yantaganahalli Hospital"", ""Honnasandra Cross"", ""Gandhi Grama"", ""Honnasandra"" ]",t6,0
258-R,Honnasandra → KR Market,2,"[ ""08:15:00"", ""13:55:00"" ]",63,"[ ""Honnasandra"", ""Gandhi Grama"", ""Honnasandra Cross"", ""Yantaganahalli Hospital"", ""Yantaganahalli"", ""Yantaganahalli Palya"", ""Yantaganahalli Toll"", ""Srinivasapura Cross"", ""Shanthinagara Nelamangala"", ""Mallarabanavadi Cross"", ""BP Indian School Nelamangala"", ""Nelamangala Cement Factory"", ""Tumkur Road Junction"", ""Nelamangala Hunasemara 1"", ""Nelamangala Bus Station"", ""Anjaneya Temple Nelamangala"", ""TB Nelamangala"", ""Weavers Colony Nelamangala"", ""Nursery Nelamangala"", ""Binnamangala"", ""Vishwa Shanti Ashrama"", ""Arishinakunte"", ""Devannanapalya"", ""Dasanapura"", ""Ravuthanahalli Cross"", ""Adakimaranahalli"", ""Makali"", ""Madanayakanahalli"", ""TCI"", ""Madavara NICE Road"", ""Anchepalya"", ""Jindal"", ""Chikkabidarakallu"", ""Marison Factory"", ""Widia Factory"", ""Deepak Factory"", ""8th Mile Dasarahalli"", ""T Dasarahalli"", ""Jalahalli Cross"", ""Peenya Industry Metro Station"", ""SRS Peenya"", ""Peenya Metro Station"", ""CMTI"", ""Goraguntepalya"", ""MEI Factory"", ""RMC Yard (Yeshawanthapura New Railway Station)"", ""Govardhan Talkies"", ""Yeshawanthapura Bus Station"", ""Tata Institute"", ""Malleshwara 18th Cross"", ""Malleshwara 13th Cross"", ""Malleshwara 11th Cross"", ""Malleshwara 8th Cross"", ""Malleshwara Circle"", ""Link Road"", ""Swastik Sheshadripuram College"", ""Ananda Rao Circle"", ""Maharani College"", ""KR Circle"", ""St Marthas Hospital"", ""Corporation"", ""Town Hall"", ""KR Market"" ]",t6,1
266-C D45-KKL,Depot-45 Gate → Kakolu,1,"[ ""07:36:00"" ]",18,"[ ""Depot-45 Gate"", ""MS Palya"", ""Sambhram College"", ""Best County"", ""Kanshiram Nagara"", ""Lakshmipura Cross"", ""Medi Agrahara Cross"", ""Choudappa Layout"", ""Dodda Byalakere"", ""Chikka Byalakere"", ""Kurubarahalli Cross"", ""Shivakote"", ""Kalenahalli Gate"", ""Linganahalli"", ""Koluvarayanahalli"", ""Seethakempanahalli Cross"", ""Seethakempanahalli"", ""Kakolu"" ]",t7,0
266-C D45-KKL,Kakolu → Depot-45 Gate,1,"[ ""17:55:00"" ]",18,"[ ""Kakolu"", ""Seethakempanahalli"", ""Seethakempanahalli Cross"", ""Koluvarayanahalli"", ""Linganahalli"", ""Kalenahalli Gate"", ""Shivakote"", ""Kurubarahalli Cross"", ""Chikka Byalakere"", ""Dodda Byalakere"", ""Choudappa Layout"", ""Medi Agrahara Cross"", ""Lakshmipura Cross"", ""Kanshiram Nagara"", ""Best County"", ""Sambhram College"", ""MS Palya"", ""Depot-45 Gate"" ]",t7,1
317-T,Jinnagara → KR Market,1,"[ ""05:30:00"" ]",44,"[ ""Jinnagara"", ""Cheemandahalli Cross"", ""Cheemandahalli"", ""Kannurahalli Ittige Factory"", ""Kannurahalli"", ""Kannurahalli Cross\/Bekary"", ""Om Shree Circle"", ""Vivekananda School"", ""Hosakote Ayyappa Temple"", ""Hosakote K E B Circle"", ""Hosakote Bus Station (TTMC)"", ""Hosakote High School"", ""Hosakote Toll"", ""Hosakote Kodi"", ""Katamanallur Gate"", ""Sapthagiri Convention Hall"", ""Budigere Cross"", ""Bandapura Gate"", ""Cheemasandra Gate"", ""Avalahalli Hosakote"", ""Cipla Avalahalli"", ""Medahalli"", ""SJES College"", ""Bhattarahalli"", ""TC Palya  Gate Hosakote Road"", ""KR Pura Extension"", ""KR Pura Market"", ""Krishnaraja Pura Govt Hospital"", ""ITI Colony Gate"", ""Tin Factory"", ""Benniganahalli"", ""Bayyappanahalli Metro Station"", ""NGEF"", ""Swamy Vivekananda Metro Station\/Isolation Hospital"", ""Binnamangala"", ""Depot-06 Gate"", ""Halasuru"", ""Lido Talkies"", ""Hosmat Hospital (DIG Office)"", ""Life Style (Sacred Heart School)"", ""Richmond Circle"", ""Corporation"", ""Town Hall"", ""KR Market"" ]",t8,1
MF-211UB,Banashankari Bus Station → Judicial Layout,2,"[ ""07:55:00"", ""17:10:00"" ]",17,"[ ""Banashankari Bus Station"", ""Sarakki"", ""Jaraganahalli Cross"", ""Yalachenahalli"", ""Yalachenahalli Metro Station"", ""Metro"", ""Konanakunte Cross"", ""Konanakunte Cross  Metro Station"", ""Doddakallasandra"", ""Doddakallasandra Metro Station"", ""Gubbalala Gate"", ""Raghuvanahalli Cross"", ""Vajarahalli Metro Station"", ""Bayyanapalya"", ""Thalagattapura Metro Station"", ""Thalagattapura"", ""Judicial Layout"" ]",t9,0
